"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.218,0,-1,0,0,0
"ClusIPW",12.6,0.155,-0.51,0.48,-0.51,-0.51
"addIPW",20.703,0.649,0.51,0.77,-0.19,0.34
"Oracle",22.813,0.721,0,0.2,-0.1,0.98
