"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.747,0.299,0.2,0.35,-0.83,-0.38
"ClusIPW",16.81,0.402,-0.09,0.84,-0.13,-0.51
"addIPW",19.846,0.589,0.45,0.15,-0.87,0.16
"Oracle",22.796,0.721,0,0.2,-0.1,0.98
