"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.392,0.392,0.35,0.31,-0.85,-0.22
"ClusIPW",20.425,0.607,0.32,0.87,-0.08,0.38
"addIPW",22.158,0.832,-0.09,0.23,0.69,0.68
"Oracle",22.907,0.723,0,0.2,-0.1,0.98
