"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.124,0.504,0.35,0.43,-0.82,0.14
"ClusIPW",15.097,0.273,-0.41,0.68,-0.49,-0.36
"addIPW",20.129,0.683,0.59,0.69,0.36,-0.2
"Oracle",22.864,0.723,0,0.2,-0.1,0.98
