"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.638,0.241,-0.84,0.42,0.2,0.28
"ClusIPW",13.339,0.202,-0.41,0.54,-0.51,-0.54
"addIPW",17.607,0.539,0.37,0.57,0.22,-0.7
"Oracle",22.835,0.721,0,0.2,-0.1,0.98
