"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.008,0.497,0.34,0.48,-0.8,0.11
"ClusIPW",16.627,0.294,-0.56,0.56,-0.48,0.38
"addIPW",20.975,0.808,-0.31,0.03,0.8,0.51
"Oracle",22.879,0.72,0,0.2,-0.1,0.98
