"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.266,0,-1,0,0,0
"ClusIPW",8.222,0.065,-0.53,-0.31,-0.44,-0.65
"addIPW",13.982,0.624,0.3,-0.53,-0.5,0.62
"Oracle",22.804,0.72,0,0.2,-0.1,0.98
