"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.213,0.509,-0.53,0.32,0.63,0.47
"ClusIPW",20.352,0.655,0.5,0.83,0.23,0.12
"addIPW",16.265,0.444,0.45,0.14,-0.87,-0.14
"Oracle",22.828,0.72,0,0.2,-0.1,0.98
