"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.414,0.511,-0.29,0.55,-0.11,0.77
"ClusIPW",14.164,0.235,-0.35,0.58,-0.58,-0.44
"addIPW",19.163,0.566,0.43,0.11,-0.88,0.14
"Oracle",22.881,0.721,0,0.2,-0.1,0.98
