"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.196,0.438,0.38,0.45,-0.74,-0.33
"ClusIPW",11.771,0.124,-0.58,0.43,-0.37,-0.58
"addIPW",13.424,0.313,0.39,0.11,-0.87,-0.27
"Oracle",22.842,0.719,0,0.2,-0.1,0.98
