"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.403,0.451,-0.07,0.89,-0.43,0.13
"ClusIPW",13.112,0.178,-0.52,0.52,-0.52,-0.43
"addIPW",20.689,0.458,-0.36,0.3,-0.28,0.84
"Oracle",22.753,0.719,0,0.2,-0.1,0.98
