"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.725,0.525,-0.36,0.37,0.86,-0.04
"ClusIPW",17.885,0.346,-0.45,0.52,-0.49,0.54
"addIPW",21.148,0.724,-0.39,0.08,0.84,0.37
"Oracle",22.828,0.72,0,0.2,-0.1,0.98
