"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",21.107,0.499,-0.45,0,0,0.89
"ClusIPW",20.376,0.998,0.57,-0.14,0.57,0.57
"addIPW",14.429,0.727,0.06,-0.45,0.88,0.13
"Oracle",22.861,0.723,0,0.2,-0.1,0.98
