"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.95,0.402,0.34,0.28,-0.89,-0.1
"ClusIPW",21.29,0.635,0.34,0.46,-0.58,0.58
"addIPW",20.888,0.692,0.42,0.76,0.43,0.24
"Oracle",22.826,0.721,0,0.2,-0.1,0.98
