"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.238,0,-1,0,0,0
"ClusIPW",11.934,0.126,-0.52,0.43,-0.52,-0.52
"addIPW",21.975,0.793,-0.22,0.2,0.77,0.57
"Oracle",22.842,0.721,0,0.2,-0.1,0.98
