"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.326,0.272,-0.54,0.7,-0.44,-0.18
"ClusIPW",12.332,0.465,-0.51,-0.5,0.16,0.68
"addIPW",21.3,0.477,-0.46,0.17,-0.04,0.87
"Oracle",22.826,0.721,0,0.2,-0.1,0.98
