"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",11.084,0.142,0.15,0.16,-0.85,-0.48
"ClusIPW",9.469,0.389,-0.18,-0.88,-0.36,-0.27
"addIPW",13.328,0.452,0.49,0.01,-0.85,-0.21
"Oracle",22.877,0.721,0,0.2,-0.1,0.98
