"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.819,0.558,-0.42,0.43,0.51,0.61
"ClusIPW",8.449,0.29,-0.39,-0.71,-0.36,-0.45
"addIPW",21.285,0.809,0.65,0.55,0.51,0.11
"Oracle",22.906,0.723,0,0.2,-0.1,0.98
