"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.657,0.399,-0.43,0.12,0.87,-0.2
"ClusIPW",12.809,0.169,-0.5,0.5,-0.5,-0.5
"addIPW",19.208,0.492,0.33,0.17,-0.9,0.22
"Oracle",22.856,0.722,0,0.2,-0.1,0.98
