"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.705,0.616,-0.18,0.61,0.62,0.47
"ClusIPW",15.091,0.294,-0.3,0.69,-0.42,-0.52
"addIPW",20.716,0.659,-0.44,0,0.65,0.62
"Oracle",22.846,0.723,0,0.2,-0.1,0.98
