"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.257,0,-1,0,0,0
"ClusIPW",14.454,0.26,-0.35,0.63,-0.41,-0.57
"addIPW",21.756,0.879,0.54,0.43,0.56,0.46
"Oracle",22.767,0.719,0,0.2,-0.1,0.98
