"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.199,0,-1,0,0,0
"ClusIPW",13.803,0.213,-0.49,0.58,-0.51,-0.41
"addIPW",21.056,0.497,-0.45,0,0,0.89
"Oracle",22.855,0.719,0,0.2,-0.1,0.98
