"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.242,0.523,0.49,0.51,-0.17,-0.68
"ClusIPW",16.05,0.795,0.37,-0.52,0.67,0.37
"addIPW",20.278,1,1,0,0,0
"Oracle",22.801,0.719,0,0.2,-0.1,0.98
