"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.601,0.466,0.4,0.32,-0.08,-0.86
"ClusIPW",22.028,0.815,0.35,0.47,0.43,0.69
"addIPW",20.886,0.74,0.71,0.67,0.2,0.09
"Oracle",22.805,0.721,0,0.2,-0.1,0.98
