"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.234,0.254,-0.46,0.4,-0.65,0.44
"ClusIPW",17.624,0.404,-0.24,0.9,-0.36,-0.03
"addIPW",21.555,0.771,0.7,0.39,-0.51,0.3
"Oracle",22.747,0.721,0,0.2,-0.1,0.98
