"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.22,0.57,0.56,0.45,-0.69,-0.1
"ClusIPW",18.575,0.393,-0.41,0.58,-0.41,0.58
"addIPW",21.458,0.492,-0.44,0.21,-0.01,0.87
"Oracle",22.833,0.722,0,0.2,-0.1,0.98
