"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.222,0,-1,0,0,0
"ClusIPW",20.398,0.609,0.13,0.86,0.33,0.37
"addIPW",21.17,0.504,-0.45,0,0,0.89
"Oracle",22.77,0.72,0,0.2,-0.1,0.98
