"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.512,0.253,0.04,0.41,-0.62,-0.66
"ClusIPW",17.521,0.412,-0.3,0.93,-0.04,-0.2
"addIPW",22.31,0.606,-0.35,0.25,0.21,0.88
"Oracle",22.818,0.722,0,0.2,-0.1,0.98
