"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.987,0.386,-0.49,0.19,-0.24,0.82
"ClusIPW",17.858,0.347,-0.45,0.53,-0.49,0.53
"addIPW",15.846,0.547,0.05,-0.23,-0.66,0.71
"Oracle",22.794,0.722,0,0.2,-0.1,0.98
