"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.85,0.483,-0.46,0.32,0.02,0.83
"ClusIPW",15.382,0.756,0.42,-0.62,0.48,0.46
"addIPW",22.137,0.733,-0.33,0.17,0.71,0.6
"Oracle",22.706,0.72,0,0.2,-0.1,0.98
