"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.255,0.412,0.31,0.44,-0.25,-0.8
"ClusIPW",16.27,0.34,-0.26,0.78,-0.49,-0.29
"addIPW",20.669,0.585,0.38,0.25,-0.83,0.32
"Oracle",22.821,0.72,0,0.2,-0.1,0.98
