"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.791,0.34,0.34,0.27,-0.82,-0.38
"ClusIPW",20.254,0.608,0.11,0.85,0.44,0.26
"addIPW",14.707,0.63,0.21,-0.45,-0.49,0.71
"Oracle",22.844,0.721,0,0.2,-0.1,0.98
