"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.376,0.423,-0.59,0.44,0.16,0.66
"ClusIPW",18.583,0.627,0.33,0.49,0.57,-0.57
"addIPW",20.697,0.606,-0.39,0.32,0.79,0.36
"Oracle",22.836,0.721,0,0.2,-0.1,0.98
