"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.225,0,-1,0,0,0
"ClusIPW",16.613,0.314,-0.51,0.67,-0.5,0.22
"addIPW",20.506,0.649,0.3,0.01,-0.83,0.48
"Oracle",22.8,0.722,0,0.2,-0.1,0.98
