"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.37,0.543,0.53,0.61,-0.31,-0.49
"ClusIPW",19.906,0.492,-0.1,0.59,-0.47,0.64
"addIPW",21.951,0.631,0.07,0.37,-0.39,0.84
"Oracle",22.766,0.719,0,0.2,-0.1,0.98
