"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.753,0.246,0.24,0.09,-0.97,-0.02
"ClusIPW",13.022,0.177,-0.49,0.51,-0.51,-0.49
"addIPW",20.379,0.557,0.35,0.2,-0.86,0.31
"Oracle",22.837,0.72,0,0.2,-0.1,0.98
