"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.14,0.428,0.39,0.29,-0.86,-0.15
"ClusIPW",21.225,0.645,0.33,0.65,-0.3,0.62
"addIPW",21.61,0.705,-0.14,0.42,0.71,0.54
"Oracle",22.747,0.719,0,0.2,-0.1,0.98
