"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.199,0,-1,0,0,0
"ClusIPW",13.198,0.711,0.55,-0.54,0.51,-0.37
"addIPW",20.906,0.486,-0.47,0.31,0.08,0.82
"Oracle",22.918,0.721,0,0.2,-0.1,0.98
