"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.22,0,-1,0,0,0
"ClusIPW",8.188,0.241,-0.43,-0.62,-0.47,-0.46
"addIPW",22.145,0.596,-0.02,0.26,-0.45,0.85
"Oracle",22.748,0.721,0,0.2,-0.1,0.98
