"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.779,0.427,0.15,0.72,-0.18,-0.66
"ClusIPW",20.623,0.555,0.15,0.53,-0.59,0.59
"addIPW",20.412,1,1,0,0,0
"Oracle",22.741,0.717,0,0.2,-0.1,0.98
