"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.509,0.448,-0.42,0.32,-0.2,0.83
"ClusIPW",16.282,0.326,-0.42,0.79,-0.39,-0.22
"addIPW",21.929,0.629,0.24,0.25,-0.69,0.63
"Oracle",22.812,0.722,0,0.2,-0.1,0.98
