"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.64,0.433,0.36,0.25,-0.9,-0.01
"ClusIPW",20.342,0.993,0.79,-0.22,0.5,0.27
"addIPW",20.936,0.968,0.95,0.26,-0.08,0.12
"Oracle",22.892,0.725,0,0.2,-0.1,0.98
