"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.34,0.319,0.16,0.42,-0.83,-0.33
"ClusIPW",19.666,0.476,-0.25,0.65,-0.3,0.65
"addIPW",21.884,0.692,0.37,0.44,-0.46,0.68
"Oracle",22.778,0.719,0,0.2,-0.1,0.98
