"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.381,0.503,0.31,0.44,-0.81,0.21
"ClusIPW",21.623,0.9,0.7,0.41,0.33,0.49
"addIPW",20.571,1,1,0,0,0
"Oracle",22.763,0.72,0,0.2,-0.1,0.98
