"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.825,0.464,-0.21,0.44,0.73,-0.48
"ClusIPW",19.769,0.553,0.01,0.93,0.18,0.31
"addIPW",22.115,0.748,-0.18,0.3,0.68,0.64
"Oracle",22.747,0.721,0,0.2,-0.1,0.98
