"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.212,0,-1,0,0,0
"ClusIPW",14.788,0.727,0.42,-0.69,0.42,0.42
"addIPW",21.729,0.514,-0.47,0.18,0.14,0.85
"Oracle",22.807,0.721,0,0.2,-0.1,0.98
