"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.723,0.362,0.26,0.27,-0.93,-0.02
"ClusIPW",15.326,0.295,-0.39,0.73,-0.36,-0.43
"addIPW",17.145,0.693,-0.31,0,0.95,0.04
"Oracle",22.967,0.723,0,0.2,-0.1,0.98
