"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.119,0.506,0.46,0.52,-0.18,-0.7
"ClusIPW",18.327,0.672,0.47,0.4,0.47,-0.63
"addIPW",21.386,0.853,0.9,0.41,-0.14,0.07
"Oracle",22.741,0.72,0,0.2,-0.1,0.98
