"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.007,0.393,-0.35,0.75,-0.46,0.34
"ClusIPW",16.169,0.318,-0.27,0.68,-0.68,-0.08
"addIPW",21.744,0.695,-0.41,0.08,0.69,0.59
"Oracle",22.766,0.721,0,0.2,-0.1,0.98
