"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.348,0.314,0.22,0.38,-0.66,-0.61
"ClusIPW",21.378,0.75,0.43,0.64,0.48,0.41
"addIPW",21.141,0.835,0.89,0.42,-0.16,0.03
"Oracle",22.81,0.719,0,0.2,-0.1,0.98
