"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.978,0.381,-0.41,0.71,-0.43,0.38
"ClusIPW",16.689,0.292,-0.53,0.53,-0.53,0.4
"addIPW",20.812,0.581,-0.47,0.22,0.76,0.4
"Oracle",22.812,0.722,0,0.2,-0.1,0.98
