"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.737,0.301,0,0.54,-0.55,-0.63
"ClusIPW",20.451,0.547,-0.17,0.7,-0.03,0.7
"addIPW",21.614,0.718,-0.4,0.07,0.72,0.56
"Oracle",22.695,0.719,0,0.2,-0.1,0.98
