"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.082,0.5,-0.21,0.58,0.73,-0.31
"ClusIPW",12.06,0.649,0.49,-0.63,0.43,-0.43
"addIPW",21.356,0.788,0.75,0.6,0.17,0.24
"Oracle",22.834,0.718,0,0.2,-0.1,0.98
