"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",21.107,0.598,-0.21,0.57,0.29,0.74
"ClusIPW",21.607,0.907,0.51,0.37,0.58,0.52
"addIPW",21.525,0.517,-0.45,0.11,0.16,0.87
"Oracle",22.916,0.722,0,0.2,-0.1,0.98
