"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.319,0.406,0.36,0.43,-0.69,-0.46
"ClusIPW",14.517,0.257,-0.4,0.64,-0.42,-0.5
"addIPW",15.452,0.575,0.55,0.27,-0.05,-0.79
"Oracle",22.743,0.719,0,0.2,-0.1,0.98
