"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.469,0.504,0.46,0.44,-0.75,-0.17
"ClusIPW",13.179,0.187,-0.49,0.53,-0.47,-0.5
"addIPW",20.634,0.776,-0.32,0,0.71,0.62
"Oracle",22.797,0.721,0,0.2,-0.1,0.98
