"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.235,0,-1,0,0,0
"ClusIPW",18.488,0.388,-0.33,0.55,-0.55,0.55
"addIPW",21.155,0.502,-0.45,0,0,0.89
"Oracle",22.799,0.719,0,0.2,-0.1,0.98
