"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.623,0.558,-0.46,0.34,0.66,0.48
"ClusIPW",13.133,0.53,-0.48,-0.42,0.51,0.58
"addIPW",21.161,0.726,0.72,0.5,-0.43,0.19
"Oracle",22.817,0.72,0,0.2,-0.1,0.98
