"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.006,0.502,0.14,0.93,-0.34,0.07
"ClusIPW",8.213,0.104,-0.66,-0.42,-0.51,-0.35
"addIPW",11.632,0.458,-0.45,-0.09,0.89,-0.07
"Oracle",22.751,0.722,0,0.2,-0.1,0.98
