"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.277,0.434,0.4,0.38,-0.33,-0.77
"ClusIPW",16.904,0.354,-0.39,0.82,-0.42,-0.02
"addIPW",22.337,0.591,-0.38,0.17,0.23,0.88
"Oracle",22.86,0.722,0,0.2,-0.1,0.98
