"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.37,0.598,-0.1,0.73,0.55,0.4
"ClusIPW",19.016,0.42,-0.31,0.59,-0.46,0.59
"addIPW",21.149,0.645,0.03,0.67,0.33,0.66
"Oracle",22.755,0.718,0,0.2,-0.1,0.98
