"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.235,0,-1,0,0,0
"ClusIPW",13.39,0.195,-0.47,0.54,-0.54,-0.44
"addIPW",14.436,0.33,0.34,0.08,-0.94,-0.06
"Oracle",22.851,0.723,0,0.2,-0.1,0.98
