"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.898,0.442,0.44,0.33,-0.78,-0.31
"ClusIPW",17.396,0.39,-0.15,0.82,-0.55,-0.08
"addIPW",20.451,0.566,0.34,0.19,-0.86,0.34
"Oracle",22.756,0.721,0,0.2,-0.1,0.98
