"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.129,0.499,-0.14,0.56,-0.43,0.69
"ClusIPW",21.655,0.891,0.53,0.4,0.5,0.55
"addIPW",17.032,0.548,-0.49,-0.19,0.37,0.76
"Oracle",22.802,0.72,0,0.2,-0.1,0.98
